#	Frequency	Distance	Snr	Sat	Total	BitSet	Tag	LI	PI	X	Y	Z
0	1759.14200	15.93296	54	27393	1700	0	1107	0	27393	-8	-2996	0
1	1777.33100	15.94609	66	27393	1699	0	1108	0	27393	-8	-2988	0
2	1756.94000	15.93136	80	27393	1704	0	1109	0	27393	-8	-2980	0
3	1768.07900	15.93942	71	27393	1697	0	1110	0	27393	-8	-2972	0
4	1770.98900	15.94152	52	27393	1698	0	1111	0	27393	-8	-2964	0
5	1767.78700	15.93921	39	27393	1681	0	1112	0	27393	-8	-2956	0
6	1767.43900	15.93896	43	27393	1698	0	1117	0	27393	-8	-2916	0
7	1757.40100	15.93170	49	27393	1665	0	1121	0	27393	-8	-2885	0
8	1748.28500	15.92508	63	27393	1668	0	1122	0	27393	-8	-2877	0
9	1750.83100	15.92693	60	27393	1657	0	1123	0	27393	-8	-2869	0
10	1785.33900	15.95185	71	27393	1641	0	1124	0	27393	-8	-2861	0
11	1792.46800	15.95695	57	27393	1635	0	1125	0	27393	-8	-2853	0
12	1635.36600	15.84111	74	27393	1523	0	1136	0	27393	-8	-2766	0
13	695.54360	14.96427	38	27393	1465	0	1138	0	27393	-8	-2750	0
14	1286.16200	15.55573	102	27393	1410	0	1140	0	27393	-8	-2734	0
15	1298.20600	15.56629	459	27393	1485	0	1141	0	27393	-8	-2726	0
16	1293.95200	15.56256	572	27393	1604	0	1142	0	27393	-8	-2718	0
17	1292.27200	15.56109	610	27393	1786	0	1143	0	27393	-8	-2710	0
18	1292.50700	15.56130	624	27393	2091	0	1144	0	27393	-8	-2702	0
19	1295.64600	15.56405	629	27393	2372	0	1145	0	27393	-8	-2694	0
20	1298.84600	15.56684	631	27393	2704	0	1146	0	27393	-8	-2686	0
21	1301.24400	15.56894	632	27393	3103	0	1147	0	27393	-8	-2678	0
22	1302.70300	15.57021	632	27393	3522	0	1148	0	27393	-8	-2670	0
23	1302.29200	15.56985	632	27393	4052	0	1149	0	27393	-8	-2662	0
24	1301.48200	15.56915	633	27393	4591	0	1150	0	27393	-8	-2654	0
25	1301.47000	15.56914	633	27393	5047	0	1151	0	27393	-8	-2646	0
26	1302.18900	15.56977	633	27393	5489	0	1152	0	27393	-8	-2638	0
27	1303.79700	15.57117	632	27393	5907	0	1153	0	27393	-8	-2630	0
28	1304.76500	15.57201	633	27393	6216	0	1154	0	27393	-8	-2622	0
29	1305.44500	15.57260	633	27393	6406	0	1155	0	27393	-8	-2614	0
30	1306.37300	15.57341	633	27393	6363	0	1156	0	27393	-8	-2606	0
31	1307.04800	15.57400	634	27393	6099	0	1157	0	27393	-8	-2598	0
32	1308.40300	15.57518	633	27393	5714	0	1158	0	27393	-8	-2590	0
33	1310.99300	15.57743	632	27393	5048	0	1159	0	27393	-8	-2582	0
34	1313.30500	15.57944	632	27393	4208	0	1160	0	27393	-8	-2575	0
35	1315.08800	15.58099	633	27393	3291	0	1161	0	27393	-8	-2567	0
36	1316.82800	15.58250	633	27393	2367	0	1162	0	27393	-8	-2559	0
37	1318.83500	15.58424	629	27393	1616	0	1163	0	27393	-8	-2551	0
38	1324.95900	15.58954	620	27393	1004	0	1164	0	27393	-8	-2543	0
39	1329.81000	15.59373	602	27393	634	0	1165	0	27393	-8	-2535	0
40	1312.38900	15.57865	604	27393	577	0	1166	0	27393	-8	-2527	0
41	1302.38800	15.56994	611	27393	698	0	1167	0	27393	-8	-2519	0
42	1297.46800	15.56564	624	27393	945	0	1168	0	27393	-8	-2511	0
43	1293.58700	15.56224	630	27393	1310	0	1169	0	27393	-8	-2503	0
44	1292.28700	15.56111	633	27393	1968	0	1170	0	27393	-8	-2495	0
45	1294.62700	15.56316	633	27393	2726	0	1171	0	27393	-8	-2487	0
46	1298.11700	15.56621	633	27393	3459	0	1172	0	27393	-8	-2479	0
47	1301.75500	15.56939	632	27393	4104	0	1173	0	27393	-8	-2471	0
48	1305.71100	15.57284	631	27393	4449	0	1174	0	27393	-8	-2463	0
49	1309.46200	15.57610	632	27393	4446	0	1175	0	27393	-8	-2455	0
50	1311.66700	15.57802	632	27393	4138	0	1176	0	27393	-8	-2447	0
51	1312.59100	15.57882	633	27393	3593	0	1177	0	27393	-8	-2439	0
52	1309.13200	15.57581	630	27393	3171	0	1178	0	27393	-8	-2431	0
53	1300.92000	15.56866	628	27393	3082	0	1179	0	27393	-8	-2423	0
54	1298.20700	15.56629	632	27393	3172	0	1180	0	27393	-8	-2415	0
55	1299.50800	15.56742	632	27393	3465	0	1181	0	27393	-8	-2407	0
56	1303.52700	15.57093	627	27393	3844	0	1182	0	27393	-8	-2399	0
57	1307.99100	15.57482	628	27393	3879	0	1183	0	27393	-8	-2391	0
58	1310.88700	15.57734	630	27393	3624	0	1184	0	27393	-8	-2383	0
59	1313.27600	15.57942	632	27393	3029	0	1185	0	27393	-8	-2375	0
60	1315.83100	15.58163	632	27393	2191	0	1186	0	27393	-8	-2367	0
61	1318.60400	15.58404	628	27393	1460	0	1187	0	27393	-8	-2359	0
62	1325.32300	15.58985	616	27393	886	0	1188	0	27393	-8	-2351	0
63	1327.67300	15.59188	595	27393	560	0	1189	0	27393	-8	-2343	0
64	1317.43900	15.58303	615	27393	487	0	1190	0	27393	-8	-2335	0
65	1314.77600	15.58072	619	27393	472	0	1191	0	27393	-8	-2327	0
66	1314.70500	15.58066	622	27393	483	0	1192	0	27393	-8	-2319	0
67	1314.13400	15.58016	621	27393	478	0	1193	0	27393	-8	-2312	0
68	1314.80500	15.58074	620	27393	482	0	1194	0	27393	-8	-2304	0
69	1314.54100	15.58051	621	27393	486	0	1195	0	27393	-8	-2296	0
70	1313.30300	15.57944	620	27393	474	0	1196	0	27393	-8	-2288	0
71	1313.54800	15.57965	622	27393	484	0	1197	0	27393	-8	-2280	0
72	1313.50600	15.57962	623	27393	484	0	1198	0	27393	-8	-2272	0
73	1313.21700	15.57936	620	27393	482	0	1199	0	27393	-8	-2264	0
74	1314.19900	15.58022	622	27393	476	0	1200	0	27393	-8	-2256	0
75	1314.02700	15.58007	622	27393	477	0	1201	0	27393	-8	-2248	0
76	1313.35500	15.57948	622	27393	478	0	1202	0	27393	-8	-2241	0
