146.08350	109.62899	0.89491	27393	94	13786	0
146.08350	109.61699	0.30970	27393	78	14186	0
146.08350	109.47149	0.41541	27393	123	14136	0
146.08350	109.45949	0.44248	27393	255	13765	0
146.08350	109.44749	0.43515	27393	348	13566	0
146.08350	109.43549	0.44729	27393	361	13445	0
146.08350	109.42349	0.46028	27393	392	13269	0
146.08350	109.41299	0.44761	27393	307	13067	0
146.08350	109.40099	0.41954	27393	133	12871	0
146.08350	109.38899	0.84241	27393	91	12998	0
146.08350	109.37699	0.43104	27393	66	13196	0
146.08350	109.32899	0.44795	27393	155	14628	0
146.08350	109.31699	0.45201	27393	220	14741	0
146.08350	109.30649	0.46214	27393	224	15075	0
146.08350	109.29449	0.47361	27393	184	15261	0
146.08350	109.28249	0.48852	27393	91	15160	0
146.08350	109.27049	0.43602	27393	126	15148	0
146.08350	109.25849	0.38980	27393	153	15109	0
146.08350	109.24649	0.39563	27393	179	14987	0
146.08350	109.23449	0.39612	27393	116	14680	0
146.08350	109.22249	0.10202	27393	107	14168	0
146.08350	109.21049	0.39860	27393	148	13927	0
146.08350	109.19849	0.41185	27393	140	13831	0
146.08350	109.18649	0.40122	27393	176	13660	0
146.08350	109.17449	0.43367	27393	179	13881	0
146.08350	109.16249	0.44634	27393	269	13836	0
146.08350	109.15199	0.45200	27393	325	13727	0
146.08350	109.13999	0.46416	27393	268	13754	0
146.08350	109.12799	0.48861	27393	104	13929	0
146.08350	109.11599	0.56987	27393	130	14061	0
146.08350	109.10399	0.58307	27393	146	14185	0
146.08350	109.09199	0.56591	27393	147	14329	0
146.08350	109.07999	0.56911	27393	125	14328	0
146.08350	109.06799	0.40059	27393	121	14300	0
146.08350	109.05599	0.38674	27393	106	14498	0
146.08350	109.04399	0.71067	27393	122	14395	0
146.08350	109.03199	0.69650	27393	142	14336	0
146.08350	109.01999	0.67246	27393	154	14169	0
146.08350	109.00799	0.66817	27393	109	13752	0
146.08350	108.99599	0.64906	27393	99	13527	0
146.08350	108.98399	0.45576	27393	173	13368	0
146.08350	108.97199	0.45223	27393	198	13503	0
146.08350	108.95999	0.45995	27393	198	13960	0
146.08350	108.94799	0.48750	27393	158	14155	0
146.08350	108.93599	0.51906	27393	124	14311	0
146.08350	108.92399	0.52641	27393	187	14322	0
146.08350	108.91199	0.51926	27393	88	14235	0
146.08350	108.86399	0.20022	27393	85	15431	0
146.08350	108.85199	0.20426	27393	86	15582	0
146.08350	108.79349	0.84293	27393	68	15271	0
146.08350	108.78149	0.41476	27393	161	14830	0
146.08350	108.76949	0.41866	27393	165	14669	0
146.08350	108.74549	0.40868	27393	96	14316	0
146.08350	108.73349	0.38993	27393	94	14460	0
146.08350	108.66149	0.98408	27393	89	15401	0
146.08350	108.61349	0.36143	27393	70	15688	0
146.08350	108.60149	0.34363	27393	82	15609	0
146.08350	108.58949	0.08780	27393	92	15567	0
146.08350	108.57899	0.35628	27393	67	15347	0
146.08350	108.55499	0.33683	27393	97	14685	0
146.08350	108.54299	0.36182	27393	139	14286	0
146.08350	108.53099	0.38200	27393	147	13894	0
146.08350	108.51899	0.38421	27393	129	13508	0
146.08350	108.50699	0.39296	27393	163	13400	0
146.08350	108.49499	0.39899	27393	166	13415	0
146.08350	108.48299	0.43292	27393	174	13011	0
146.08350	108.47099	0.44075	27393	233	12783	0
146.08350	108.45899	0.45036	27393	327	12491	0
146.08350	108.44699	0.43814	27393	369	12123	0
146.08350	108.43499	0.42077	27393	366	11885	0
146.08350	108.42299	0.41694	27393	344	11750	0
146.08350	108.41099	0.41799	27393	262	11886	0
146.08350	108.39899	0.57511	27393	153	11819	0
146.08350	108.38699	0.56537	27393	94	11770	0
146.08350	108.37499	0.40104	27393	86	11610	0
146.08350	108.36299	0.88005	27393	99	11504	0
146.08350	108.35099	0.45131	27393	153	11463	0
146.08350	108.33899	0.46813	27393	206	11368	0
146.08350	108.32699	0.45536	27393	276	11327	0
146.08350	108.31649	0.45456	27393	338	11269	0
146.08350	108.30449	0.45076	27393	344	11136	0
146.08350	108.29249	0.44331	27393	349	10939	0
146.08350	108.28049	0.43297	27393	344	10823	0
146.08350	108.26849	0.43286	27393	374	10654	0
146.08350	108.25649	0.43524	27393	351	10608	0
146.08350	108.24599	0.43811	27393	344	10854	0
146.08350	108.23249	0.45204	27393	277	10972	0
146.08350	108.22049	0.45242	27393	263	11279	0
146.08350	108.20849	0.44632	27393	189	11623	0
146.08350	108.18449	0.04237	27393	140	11659	0
146.08350	108.17249	0.00724	27393	165	11913	0
146.08350	108.16049	0.46348	27393	235	12284	0
