0.17209E+09 0.93410E+06 0.00000E+01 43896 0 0 3250 0.18900E-04 0.00000E+01 0.17209E+09 0.00000E+01 0.00000E+01 0
1 161160000.0 6892600.0 1.6631 850830000.0 161160000.0
2 169780000.0 2887000.0 0.93511 408880000.0 169780000.0
3 172660000.0 1702900.0 0.76703 680540000.0 172660000.0
4 166690000.0 7101300.0 1.6566 900150000.0 166690000.0
5 169160000.0 2918900.0 0.94891 487230000.0 169160000.0
6 174830000.0 1736000.0 0.77223 861500000.0 174830000.0
7 170390000.0 2888300.0 0.93215 451280000.0 170390000.0
8 172320000.0 1713600.0 0.77335 347910000.0 172320000.0
9 171450000.0 1136000.0 0.72875 354470000.0 171450000.0
<lo_statistics>
<cumulated_time> 337.917817 </cumulated_time>
</lo_statistics>
